ticket_code,employee_id,technician_id,date_created,date_resolved,issue_category,issue_subcategory,priority,status,channel,resolution_time_hours,sla_target_hours,sla_met,satisfaction_score
TKT-02186,303,6,2025-08-25 19:40:00,2025-08-26 00:05:48,Network,No Internet Access,High,Resolved,Portal,4.43,8,1,4
TKT-02187,130,2,2025-01-02 09:43:00,2025-01-02 16:22:00,Account Access,MFA Issue,Medium,Resolved,Portal,6.65,24,1,4
TKT-02188,42,1,2025-03-19 12:22:00,2025-03-20 21:11:48,Account Access,Password Reset,Medium,Resolved,Email,32.83,24,0,3
TKT-02189,11,3,2025-07-31 10:38:00,2025-07-31 17:51:12,Network,Slow Network,Medium,Closed,Phone,7.22,24,1,4
TKT-02190,192,9,2026-05-11 16:23:00,2026-05-11 17:02:00,Account Access,Password Reset,High,Resolved,Phone,0.65,8,1,4
TKT-02191,263,8,2026-03-05 15:35:00,2026-03-06 14:32:00,Printing,Print Queue Stuck,Medium,Resolved,Portal,22.95,24,1,3
TKT-02192,157,3,2026-04-13 19:37:00,2026-04-13 22:31:36,Printing,Driver Issue,High,Closed,Portal,2.91,8,1,4
TKT-02193,81,4,2025-01-27 11:01:00,2025-01-27 20:52:00,Account Access,Locked Account,Medium,Closed,Phone,9.85,24,1,3
TKT-02194,372,2,2025-09-05 10:32:00,2025-09-06 08:22:24,Network,Wi-Fi Connectivity,Low,Resolved,Phone,21.84,48,1,3
TKT-02195,135,8,2025-08-01 08:24:00,2025-08-01 17:42:00,Hardware,Monitor Issue,High,Resolved,Phone,9.30,8,0,1
TKT-02196,41,2,2026-02-20 10:11:00,2026-02-20 12:04:24,Account Access,Password Reset,Medium,Closed,Phone,1.89,24,1,5
TKT-02197,233,12,2026-01-26 10:58:00,2026-01-26 14:13:00,Hardware,Battery/Power,High,Closed,Walk-up,3.25,8,1,4
TKT-02198,412,4,2025-09-04 15:22:00,2025-09-04 22:44:12,Software,Software Installation,Medium,Resolved,Portal,7.37,24,1,5
TKT-02199,166,2,2025-12-19 17:02:00,2025-12-19 20:12:48,Software,Microsoft 365 Issue,Medium,Resolved,Phone,3.18,24,1,5
TKT-02200,450,1,2026-01-01 08:15:00,2026-01-01 09:39:36,Account Access,Password Reset,Medium,Resolved,Portal,1.41,24,1,5
TKT-02201,85,8,2025-10-29 10:10:00,2025-10-29 18:09:24,Account Access,Password Reset,Medium,Resolved,Portal,7.99,24,1,4
TKT-02202,273,11,2025-09-05 09:15:00,2025-09-05 15:02:24,Network,No Internet Access,High,Closed,Email,5.79,8,1,5
TKT-02203,121,1,2025-06-09 16:34:00,2025-06-09 18:34:36,Account Access,Password Reset,Medium,Closed,Portal,2.01,24,1,5
TKT-02204,388,3,2026-08-06 13:54:00,2026-08-07 04:17:24,Network,Wi-Fi Connectivity,Medium,Resolved,Walk-up,14.39,24,1,3
TKT-02205,88,7,2026-01-15 16:44:00,2026-01-16 19:59:36,Hardware,Monitor Issue,Medium,Resolved,Portal,27.26,24,0,1
TKT-02206,52,2,2026-02-25 08:46:00,2026-02-25 20:46:36,Account Access,Locked Account,Medium,Resolved,Portal,12.01,24,1,3
TKT-02207,157,1,2026-07-09 11:48:00,2026-07-09 14:31:48,Hardware,Laptop Performance,High,Closed,Portal,2.73,8,1,4
TKT-02208,435,3,2026-06-02 15:32:00,2026-06-02 18:06:48,Hardware,Monitor Issue,Medium,Resolved,Portal,2.58,24,1,4
TKT-02209,379,1,2025-01-02 16:45:00,2025-01-03 05:40:48,Printing,Printer Offline,Medium,Resolved,Portal,12.93,24,1,5
TKT-02210,104,7,2025-08-21 14:49:00,2025-08-23 20:30:24,Network,VPN Connection,Medium,Resolved,Email,53.69,24,0,2
TKT-02211,325,11,2025-07-23 14:23:00,2025-07-27 14:35:00,Hardware,Laptop Performance,Low,Resolved,Email,96.20,48,0,2
TKT-02212,340,3,2025-05-28 09:27:00,2025-05-28 15:43:12,Account Access,Locked Account,Medium,Closed,Email,6.27,24,1,5
TKT-02213,458,6,2025-12-26 11:27:00,2025-12-27 01:14:24,Account Access,MFA Issue,Medium,Resolved,Phone,13.79,24,1,4
TKT-02214,162,11,2026-03-20 15:42:00,2026-03-20 17:53:24,Printing,Printer Offline,Medium,Resolved,Portal,2.19,24,1,5
TKT-02215,41,9,2026-04-30 16:32:00,2026-05-01 06:17:00,Hardware,Docking Station,High,Resolved,Portal,13.75,8,0,4
TKT-02216,300,6,2025-10-09 16:19:00,2025-10-10 05:11:12,Network,Wi-Fi Connectivity,High,Resolved,Email,12.87,8,0,2
TKT-02217,196,10,2026-04-08 12:30:00,2026-04-08 12:51:36,Account Access,Password Reset,Medium,Closed,Portal,0.36,24,1,5
TKT-02218,143,12,2025-12-09 14:10:00,2025-12-10 03:29:48,Network,No Internet Access,High,Closed,Email,13.33,8,0,4
TKT-02219,23,10,2026-01-05 16:51:00,2026-01-06 02:35:24,Security,Suspicious Email,High,Resolved,Portal,9.74,8,0,2
TKT-02220,59,11,2025-04-10 10:36:00,2025-04-10 13:19:12,Software,Browser Issue,High,Resolved,Email,2.72,8,1,4
TKT-02221,17,7,2025-03-26 15:13:00,2025-03-27 10:41:12,Security,Suspicious Email,Medium,Resolved,Email,19.47,24,1,3
TKT-02222,424,6,2025-01-30 13:12:00,2025-01-30 15:27:00,Printing,Printer Offline,Medium,Closed,Portal,2.25,24,1,5
TKT-02223,226,2,2025-04-07 09:13:00,2025-04-07 10:55:00,Account Access,Password Reset,Medium,Closed,Portal,1.70,24,1,5
TKT-02224,362,4,2025-03-12 15:04:00,2025-03-12 17:43:00,Account Access,Locked Account,High,Resolved,Phone,2.65,8,1,3
TKT-02225,326,6,2025-01-08 12:31:00,2025-01-08 19:07:36,Account Access,Locked Account,Low,Closed,Walk-up,6.61,48,1,4
TKT-02226,396,6,2025-10-14 12:52:00,2025-10-14 16:26:12,Account Access,MFA Issue,Medium,Resolved,Phone,3.57,24,1,3
TKT-02227,292,10,2025-04-15 17:22:00,2025-04-15 20:10:00,Security,Phishing Report,High,Resolved,Walk-up,2.80,8,1,4
TKT-02228,484,4,2026-05-21 12:10:00,2026-05-22 01:28:00,Account Access,Permissions Request,Medium,Resolved,Portal,13.30,24,1,4
TKT-02229,255,3,2026-07-16 10:27:00,2026-07-16 11:06:00,Account Access,Password Reset,Medium,Resolved,Portal,0.65,24,1,4
TKT-02230,453,3,2025-09-04 13:28:00,2025-09-06 18:16:36,Account Access,Permissions Request,Medium,Closed,Email,52.81,24,0,2
TKT-02231,224,1,2025-09-18 16:24:00,2025-09-18 22:18:00,Account Access,Password Reset,Medium,Closed,Portal,5.90,24,1,4
TKT-02232,313,12,2025-06-10 09:42:00,2025-06-11 20:06:36,Network,VPN Connection,Medium,Resolved,Email,34.41,24,0,2
TKT-02233,498,10,2026-06-03 12:05:00,2026-06-03 13:27:12,Hardware,Monitor Issue,High,Closed,Phone,1.37,8,1,4
TKT-02234,66,6,2025-11-10 12:27:00,2025-11-11 17:16:48,Hardware,Laptop Won't Start,Medium,Resolved,Portal,28.83,24,0,2
TKT-02235,397,2,2026-05-06 19:34:00,2026-05-06 20:59:12,Account Access,Locked Account,High,Closed,Phone,1.42,8,1,3
TKT-02236,392,12,2025-07-07 10:38:00,2025-07-07 12:30:12,Printing,Print Queue Stuck,Medium,Resolved,Email,1.87,24,1,5
TKT-02237,207,5,2025-05-30 13:52:00,2025-05-31 07:32:48,Network,VPN Connection,High,Resolved,Portal,17.68,8,0,2
TKT-02238,436,9,2025-04-21 09:26:00,2025-04-21 16:56:00,Network,DNS Resolution,High,Resolved,Portal,7.50,8,1,5
TKT-02239,395,11,2026-02-17 16:53:00,2026-02-17 18:33:12,Account Access,Locked Account,High,Resolved,Portal,1.67,8,1,4
TKT-02240,232,3,2025-04-25 16:52:00,2025-04-25 22:10:36,Network,DNS Resolution,Medium,Resolved,Walk-up,5.31,24,1,4
TKT-02241,40,10,2026-08-19 18:17:00,2026-08-20 10:39:48,Software,Application Access,Medium,Closed,Portal,16.38,24,1,5
TKT-02242,234,3,2025-03-05 14:40:00,2025-03-05 21:20:12,Software,Microsoft 365 Issue,Medium,Resolved,Email,6.67,24,1,4
TKT-02243,258,2,2026-04-10 07:30:00,2026-04-10 10:50:24,Software,Microsoft 365 Issue,Critical,Resolved,Walk-up,3.34,4,1,5
TKT-02244,177,3,2025-03-27 15:31:00,2025-03-27 23:45:24,Hardware,Docking Station,Medium,Closed,Portal,8.24,24,1,5
TKT-02245,267,3,2026-06-19 17:54:00,2026-06-20 00:00:36,Network,Wi-Fi Connectivity,Medium,Closed,Portal,6.11,24,1,4
TKT-02246,313,2,2026-07-21 09:24:00,2026-07-21 11:13:48,Account Access,Password Reset,Medium,Resolved,Portal,1.83,24,1,5
TKT-02247,185,1,2026-05-07 10:56:00,2026-05-07 11:57:48,Account Access,Password Reset,High,Resolved,Email,1.03,8,1,5
TKT-02248,4,12,2025-05-14 12:27:00,2025-05-14 20:28:12,Software,Microsoft 365 Issue,High,Closed,Walk-up,8.02,8,0,1
TKT-02249,491,11,2026-05-27 16:20:00,2026-05-27 18:18:48,Printing,Print Queue Stuck,High,Resolved,Phone,1.98,8,1,5
TKT-02250,385,11,2026-02-11 16:55:00,2026-02-11 18:37:00,Hardware,Laptop Performance,High,Closed,Portal,1.70,8,1,5
TKT-02251,195,2,2025-03-25 14:29:00,2025-03-25 21:48:12,Hardware,Battery/Power,High,Resolved,Phone,7.32,8,1,5
TKT-02252,278,9,2026-02-03 15:26:00,2026-02-03 18:10:24,Account Access,Password Reset,Medium,Resolved,Portal,2.74,24,1,5
TKT-02253,1,10,2026-05-21 12:54:00,2026-05-22 00:00:00,Software,Application Crash,Medium,Resolved,Portal,11.10,24,1,5
TKT-02254,204,9,2025-04-22 07:55:00,2025-04-22 23:29:12,Hardware,Laptop Won't Start,Medium,Resolved,Walk-up,15.57,24,1,5
TKT-02255,276,3,2025-01-27 08:03:00,2025-01-27 11:02:24,Account Access,MFA Issue,High,Resolved,Walk-up,2.99,8,1,4
TKT-02256,87,12,2025-09-15 18:52:00,2025-09-16 13:40:36,Software,Application Crash,Medium,Resolved,Email,18.81,24,1,5
TKT-02257,297,2,2025-08-21 16:25:00,2025-08-24 17:01:36,Printing,Printer Permissions,Low,Resolved,Email,72.61,48,0,1
TKT-02258,96,8,2026-08-07 10:51:00,2026-08-07 14:45:00,Software,Microsoft 365 Issue,Medium,Resolved,Portal,3.90,24,1,3
TKT-02259,175,1,2025-10-10 14:39:00,2025-10-10 21:21:00,Network,DNS Resolution,High,Closed,Portal,6.70,8,1,5
TKT-02260,273,10,2025-02-12 10:00:00,2025-02-13 05:13:48,Network,Wi-Fi Connectivity,High,Resolved,Portal,19.23,8,0,3
TKT-02261,344,6,2025-05-09 14:17:00,2025-05-09 21:25:24,Network,VPN Connection,High,Resolved,Email,7.14,8,1,4
TKT-02262,269,12,2025-07-23 11:19:00,2025-07-23 15:27:24,Account Access,Password Reset,Medium,Resolved,Portal,4.14,24,1,5
TKT-02263,46,3,2025-07-23 12:17:00,2025-07-23 17:41:00,Network,No Internet Access,High,Resolved,Phone,5.40,8,1,4
TKT-02264,78,4,2025-08-05 14:58:00,2025-08-05 19:23:48,Account Access,MFA Issue,Medium,Resolved,Portal,4.43,24,1,3
TKT-02265,494,3,2025-01-13 16:57:00,2025-01-14 01:05:24,Hardware,Monitor Issue,Medium,Resolved,Portal,8.14,24,1,4
TKT-02266,79,1,2026-01-09 09:31:00,2026-01-09 12:57:24,Network,VPN Connection,Critical,Closed,Portal,3.44,4,1,5
TKT-02267,410,11,2026-07-20 09:03:00,2026-07-20 11:23:24,Security,Suspicious Email,High,Resolved,Phone,2.34,8,1,4
TKT-02268,405,10,2025-03-21 19:10:00,2025-03-23 11:11:48,Software,Microsoft 365 Issue,Medium,Resolved,Portal,40.03,24,0,2
TKT-02269,95,5,2025-06-24 13:58:00,2025-06-24 16:32:12,Account Access,Permissions Request,Medium,Closed,Portal,2.57,24,1,5
TKT-02270,402,12,2025-10-01 16:20:00,2025-10-01 22:46:24,Account Access,Locked Account,Medium,Closed,Portal,6.44,24,1,5
TKT-02271,28,3,2025-12-31 08:44:00,2025-12-31 19:21:12,Network,Slow Network,Medium,Closed,Portal,10.62,24,1,4
TKT-02272,20,2,2026-01-09 10:59:00,2026-01-09 12:39:12,Account Access,Password Reset,High,Resolved,Portal,1.67,8,1,4
TKT-02273,194,6,2025-09-25 09:16:00,2025-09-25 16:44:48,Account Access,Locked Account,Low,Resolved,Portal,7.48,48,1,4
TKT-02274,191,9,2025-08-06 18:35:00,2025-08-06 19:35:00,Account Access,Password Reset,Medium,Closed,Phone,1.00,24,1,5
TKT-02275,223,11,2025-10-30 16:30:00,2025-10-31 10:23:24,Printing,Printer Offline,Medium,Resolved,Email,17.89,24,1,4
TKT-02276,487,2,2026-06-11 12:11:00,2026-06-12 14:36:48,Network,No Internet Access,Medium,Resolved,Portal,26.43,24,0,2
TKT-02277,23,9,2026-07-07 15:44:00,2026-07-08 05:59:00,Hardware,Docking Station,Medium,Resolved,Portal,14.25,24,1,5
TKT-02278,285,10,2025-11-03 09:32:00,2025-11-03 16:14:00,Network,VPN Connection,High,Closed,Email,6.70,8,1,5
TKT-02279,80,6,2025-10-14 11:45:00,2025-10-14 15:18:36,Account Access,Permissions Request,High,Resolved,Walk-up,3.56,8,1,5
TKT-02280,60,11,2026-06-18 18:04:00,2026-06-19 11:36:24,Software,Microsoft 365 Issue,Low,Resolved,Email,17.54,48,1,4
TKT-02281,118,3,2026-05-22 08:49:00,2026-05-22 17:10:00,Hardware,Laptop Won't Start,Medium,Closed,Email,8.35,24,1,5
TKT-02282,369,5,2026-06-12 12:41:00,2026-06-12 17:14:36,Network,Wi-Fi Connectivity,High,Resolved,Walk-up,4.56,8,1,5
TKT-02283,481,10,2025-11-18 14:41:00,2025-11-18 20:27:12,Software,Microsoft 365 Issue,Medium,Resolved,Walk-up,5.77,24,1,3
TKT-02284,89,11,2025-01-07 16:25:00,2025-01-09 21:43:36,Network,VPN Connection,Medium,Resolved,Portal,53.31,24,0,2
TKT-02285,480,3,2025-04-09 09:46:00,2025-04-09 22:32:12,Printing,Printer Offline,Medium,Resolved,Portal,12.77,24,1,4
TKT-02286,340,7,2025-05-20 11:57:00,2025-05-20 21:30:00,Hardware,Monitor Issue,Medium,Closed,Portal,9.55,24,1,4
TKT-02287,496,11,2026-06-24 11:18:00,2026-06-24 23:13:12,Security,Lost/Stolen Device,High,Resolved,Phone,11.92,8,0,1
TKT-02288,387,4,2025-04-01 09:48:00,2025-04-02 05:00:00,Network,Wi-Fi Connectivity,High,Resolved,Phone,19.20,8,0,3
TKT-02289,248,12,2026-06-26 15:44:00,2026-06-27 07:48:48,Security,Malware Alert,High,Resolved,Phone,16.08,8,0,2
TKT-02290,151,5,2025-01-23 10:07:00,2025-01-24 04:13:00,Hardware,Laptop Performance,High,Resolved,Portal,18.10,8,0,2
TKT-02291,339,8,2025-06-13 15:46:00,2025-06-13 18:37:36,Account Access,Password Reset,Low,Closed,Email,2.86,48,1,5
TKT-02292,148,4,2026-08-14 14:45:00,2026-08-16 15:45:00,Network,Wi-Fi Connectivity,Medium,Resolved,Email,49.00,24,0,2
TKT-02293,479,5,2025-02-21 12:55:00,2025-02-21 14:22:36,Hardware,Keyboard/Mouse,Critical,Resolved,Portal,1.46,4,1,5
TKT-02294,24,4,2025-10-17 13:30:00,2025-10-18 00:06:36,Network,No Internet Access,High,Resolved,Email,10.61,8,0,2
TKT-02295,93,4,2026-02-24 19:11:00,2026-02-24 22:35:00,Security,Phishing Report,High,Resolved,Phone,3.40,8,1,4
TKT-02296,305,2,2026-06-08 14:29:00,2026-06-09 12:37:24,Software,Microsoft 365 Issue,Medium,Resolved,Email,22.14,24,1,3
TKT-02297,37,10,2025-06-02 16:31:00,2025-06-02 22:26:12,Network,DNS Resolution,High,Resolved,Email,5.92,8,1,5
TKT-02298,32,8,2026-07-17 09:15:00,2026-07-17 11:27:00,Account Access,Password Reset,Medium,Resolved,Portal,2.20,24,1,3
TKT-02299,317,12,2025-12-26 13:02:00,2025-12-26 19:46:24,Printing,Driver Issue,Medium,Resolved,Portal,6.74,24,1,4
TKT-02300,313,5,2025-10-09 08:06:00,2025-10-09 11:13:48,Security,Phishing Report,High,Resolved,Email,3.13,8,1,5
TKT-02301,88,3,2025-01-17 10:55:00,2025-01-17 12:53:12,Software,Browser Issue,High,Resolved,Email,1.97,8,1,5
TKT-02302,162,8,2025-03-03 14:44:00,2025-03-03 17:24:12,Account Access,Permissions Request,High,Resolved,Portal,2.67,8,1,4
TKT-02303,84,6,2026-07-23 10:14:00,2026-07-24 18:12:48,Security,Suspicious Email,Medium,Closed,Phone,31.98,24,0,2
TKT-02304,313,7,2025-09-17 10:55:00,2025-09-17 21:20:12,Software,Browser Issue,Medium,Resolved,Email,10.42,24,1,3
TKT-02305,492,6,2025-10-01 13:54:00,2025-10-02 06:25:12,Security,Suspicious Email,High,Resolved,Phone,16.52,8,0,3
TKT-02306,294,11,2025-01-06 13:42:00,2025-01-06 21:42:36,Printing,Printer Offline,Medium,Resolved,Portal,8.01,24,1,5
TKT-02307,366,4,2026-01-28 16:11:00,2026-01-29 00:11:36,Account Access,MFA Issue,Medium,Closed,Phone,8.01,24,1,5
TKT-02308,168,7,2026-01-01 12:30:00,2026-01-01 16:00:00,Account Access,MFA Issue,High,Resolved,Portal,3.50,8,1,4
TKT-02309,215,9,2025-06-05 10:52:00,2025-06-05 19:20:48,Printing,Driver Issue,Medium,Resolved,Portal,8.48,24,1,4
TKT-02310,430,3,2025-10-07 13:02:00,2025-10-07 16:57:12,Account Access,Locked Account,High,Resolved,Email,3.92,8,1,5
TKT-02311,93,9,2026-04-08 08:19:00,2026-04-08 16:22:36,Network,Wi-Fi Connectivity,High,Resolved,Portal,8.06,8,0,3
TKT-02312,161,11,2026-04-27 16:36:00,2026-04-28 08:16:12,Network,VPN Connection,High,Resolved,Phone,15.67,8,0,3
TKT-02313,313,1,2026-05-20 12:37:00,2026-05-21 07:11:12,Network,Wi-Fi Connectivity,High,Resolved,Email,18.57,8,0,1
TKT-02314,156,12,2025-10-28 11:07:00,2025-10-29 00:07:00,Account Access,MFA Issue,Medium,Resolved,Phone,13.00,24,1,4
TKT-02315,41,3,2026-02-18 11:09:00,2026-02-19 02:03:36,Printing,Driver Issue,Low,Closed,Portal,14.91,48,1,5
TKT-02316,36,6,2026-06-01 13:35:00,2026-06-01 16:35:00,Hardware,Laptop Won't Start,High,Resolved,Portal,3.00,8,1,3
TKT-02317,11,12,2026-05-01 15:10:00,2026-05-01 19:49:36,Account Access,Permissions Request,High,Resolved,Phone,4.66,8,1,5
TKT-02318,380,6,2026-05-11 09:06:00,2026-05-13 13:51:36,Account Access,Permissions Request,Low,Closed,Portal,52.76,48,0,2
TKT-02319,104,11,2026-02-10 16:53:00,2026-02-10 20:14:36,Hardware,Battery/Power,Critical,Resolved,Walk-up,3.36,4,1,5
TKT-02320,420,10,2026-07-06 12:36:00,2026-07-06 18:28:12,Account Access,MFA Issue,High,Resolved,Email,5.87,8,1,5
TKT-02321,266,12,2026-04-24 14:52:00,2026-04-24 17:31:36,Software,Application Crash,High,Resolved,Portal,2.66,8,1,5
TKT-02322,436,4,2025-04-07 10:02:00,2025-04-10 06:28:24,Hardware,Docking Station,Low,Resolved,Portal,68.44,48,0,2
TKT-02323,249,7,2025-05-21 16:36:00,2025-05-21 19:14:24,Account Access,Permissions Request,High,Closed,Portal,2.64,8,1,4
TKT-02324,240,9,2025-10-27 11:25:00,2025-10-28 06:33:24,Network,Wi-Fi Connectivity,High,Resolved,Phone,19.14,8,0,1
TKT-02325,386,3,2026-07-20 14:27:00,2026-07-20 15:53:24,Account Access,Password Reset,Medium,Resolved,Email,1.44,24,1,4
TKT-02326,64,7,2026-06-11 19:14:00,2026-06-12 11:19:24,Software,Browser Issue,High,Resolved,Phone,16.09,8,0,3
TKT-02327,435,7,2025-08-26 09:18:00,2025-08-27 23:07:48,Software,Application Crash,Medium,Resolved,Portal,37.83,24,0,3
TKT-02328,475,3,2026-01-29 13:27:00,2026-01-30 18:18:00,Hardware,Monitor Issue,Medium,Closed,Email,28.85,24,0,2
TKT-02329,217,12,2026-05-01 16:27:00,2026-05-02 03:11:24,Hardware,Monitor Issue,High,Resolved,Phone,10.74,8,0,1
TKT-02330,357,4,2025-01-28 16:39:00,2025-01-30 10:50:24,Hardware,Laptop Won't Start,Medium,Closed,Email,42.19,24,0,2
TKT-02331,248,9,2025-07-08 08:06:00,2025-07-08 10:12:00,Network,VPN Connection,High,Resolved,Portal,2.10,8,1,4
TKT-02332,42,7,2025-01-20 12:36:00,2025-01-20 21:15:36,Account Access,Password Reset,Medium,Resolved,Email,8.66,24,1,3
TKT-02333,460,1,2026-05-05 16:36:00,2026-05-06 00:06:36,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,7.51,24,1,5
TKT-02334,399,8,2025-08-12 11:51:00,2025-08-12 17:55:12,Software,Browser Issue,Medium,Resolved,Email,6.07,24,1,5
TKT-02335,91,12,2025-04-01 10:27:00,2025-04-01 15:42:36,Hardware,Monitor Issue,High,Closed,Phone,5.26,8,1,5
TKT-02336,54,7,2025-06-18 08:52:00,2025-06-18 10:44:12,Software,Software Installation,Medium,Resolved,Portal,1.87,24,1,5
TKT-02337,77,11,2025-06-27 09:55:00,2025-06-29 01:20:12,Account Access,Locked Account,Medium,Closed,Portal,39.42,24,0,2
TKT-02338,253,7,2025-02-11 09:22:00,2025-02-11 18:43:36,Network,Slow Network,Medium,Resolved,Email,9.36,24,1,5
TKT-02339,325,8,2025-04-25 13:08:00,2025-04-25 13:24:12,Account Access,Password Reset,High,Resolved,Portal,0.27,8,1,5
TKT-02340,327,9,2025-03-31 14:27:00,2025-03-31 16:39:00,Account Access,Password Reset,Medium,Resolved,Portal,2.20,24,1,5
TKT-02341,478,6,2025-10-17 14:29:00,2025-10-17 17:18:12,Account Access,Password Reset,Low,Resolved,Portal,2.82,48,1,4
TKT-02342,225,1,2026-03-24 13:37:00,2026-03-24 20:10:36,Software,Browser Issue,Medium,Resolved,Portal,6.56,24,1,4
TKT-02343,48,7,2026-01-13 14:21:00,2026-01-13 19:10:48,Account Access,Locked Account,Medium,Resolved,Portal,4.83,24,1,4
TKT-02344,241,8,2025-10-09 18:01:00,2025-10-09 23:49:00,Printing,Printer Offline,Medium,Resolved,Phone,5.80,24,1,5
TKT-02345,418,3,2026-08-04 18:54:00,2026-08-05 00:52:12,Software,Microsoft 365 Issue,Medium,Resolved,Portal,5.97,24,1,5
TKT-02346,373,7,2025-07-28 15:08:00,2025-08-01 20:00:12,Hardware,Battery/Power,Low,Closed,Portal,100.87,48,0,2
TKT-02347,417,4,2025-01-17 08:51:00,2025-01-17 11:01:12,Account Access,Locked Account,Medium,Closed,Phone,2.17,24,1,4
TKT-02348,51,8,2026-02-13 08:08:00,2026-02-13 11:35:00,Account Access,Password Reset,Medium,Resolved,Phone,3.45,24,1,4
TKT-02349,227,12,2025-09-08 18:16:00,2025-09-08 19:11:12,Account Access,Password Reset,Medium,Resolved,Portal,0.92,24,1,4
TKT-02350,267,2,2026-03-18 11:03:00,2026-03-19 14:40:12,Network,VPN Connection,High,Resolved,Portal,27.62,8,0,2
TKT-02351,1,11,2026-05-27 10:18:00,2026-05-29 13:16:12,Security,Suspicious Email,Medium,Resolved,Phone,50.97,24,0,1
TKT-02352,3,1,2026-05-28 15:10:00,2026-05-28 17:45:24,Account Access,Password Reset,High,Resolved,Portal,2.59,8,1,5
TKT-02353,284,5,2025-06-10 12:10:00,2025-06-10 13:00:24,Security,Suspicious Email,High,Resolved,Email,0.84,8,1,4
TKT-02354,16,11,2025-08-15 12:19:00,2025-08-15 21:25:00,Software,Browser Issue,High,Resolved,Email,9.10,8,0,2
TKT-02355,203,4,2026-05-01 16:13:00,2026-05-02 01:34:36,Printing,Printer Offline,Low,Closed,Phone,9.36,48,1,3
TKT-02356,284,5,2025-03-05 07:39:00,2025-03-05 09:16:12,Account Access,Password Reset,Medium,Resolved,Portal,1.62,24,1,4
TKT-02357,74,9,2025-09-22 17:08:00,2025-09-22 22:55:24,Account Access,Password Reset,Medium,Resolved,Phone,5.79,24,1,5
TKT-02358,163,11,2025-08-05 16:02:00,2025-08-06 05:39:48,Software,Application Crash,Medium,Resolved,Portal,13.63,24,1,5
TKT-02359,475,12,2025-01-21 13:19:00,2025-01-21 14:58:36,Account Access,Password Reset,High,Closed,Email,1.66,8,1,3
TKT-02360,319,10,2025-11-21 11:44:00,2025-11-25 08:50:00,Account Access,MFA Issue,Low,Resolved,Portal,93.10,48,0,3
TKT-02361,277,4,2025-01-06 10:35:00,2025-01-06 16:48:48,Software,Application Crash,Medium,Resolved,Portal,6.23,24,1,5
TKT-02362,445,7,2026-08-10 14:43:00,2026-08-12 01:55:00,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,35.20,24,0,2
TKT-02363,136,11,2026-03-31 10:56:00,2026-03-31 13:48:12,Security,Lost/Stolen Device,High,Resolved,Portal,2.87,8,1,4
TKT-02364,387,5,2025-07-18 12:30:00,2025-07-18 16:01:12,Network,DNS Resolution,Critical,Resolved,Email,3.52,4,1,5
TKT-02365,338,4,2025-12-19 09:11:00,2025-12-19 13:10:24,Network,Wi-Fi Connectivity,High,Resolved,Email,3.99,8,1,5
TKT-02366,486,12,2026-03-17 16:51:00,2026-03-19 21:44:24,Hardware,Laptop Performance,Medium,Resolved,Portal,52.89,24,0,3
TKT-02367,334,3,2025-04-24 12:50:00,2025-04-24 14:07:24,Account Access,MFA Issue,High,Resolved,Portal,1.29,8,1,5
TKT-02368,203,1,2025-05-29 11:17:00,2025-05-30 00:35:36,Hardware,Laptop Performance,High,Resolved,Portal,13.31,8,0,4
TKT-02369,77,9,2026-03-20 11:08:00,2026-03-20 15:43:24,Network,VPN Connection,High,Resolved,Walk-up,4.59,8,1,5
TKT-02370,213,10,2025-10-09 12:00:00,2025-10-09 23:08:24,Security,Phishing Report,Medium,Resolved,Email,11.14,24,1,4
TKT-02371,127,9,2025-12-11 11:40:00,2025-12-12 01:11:12,Account Access,MFA Issue,Medium,Resolved,Portal,13.52,24,1,5
TKT-02372,207,6,2025-10-01 08:27:00,2025-10-01 22:42:36,Hardware,Laptop Performance,Medium,Resolved,Email,14.26,24,1,5
TKT-02373,333,4,2025-09-26 10:43:00,2025-09-28 12:13:00,Hardware,Battery/Power,Low,Closed,Portal,49.50,48,0,1
TKT-02374,37,8,2026-03-31 17:10:00,2026-04-01 03:13:00,Printing,Driver Issue,Low,Resolved,Portal,10.05,48,1,5
TKT-02375,89,1,2025-03-05 09:36:00,2025-03-05 23:07:48,Software,Application Access,Medium,Resolved,Email,13.53,24,1,5
TKT-02376,449,10,2026-07-08 12:46:00,2026-07-08 17:42:24,Account Access,Password Reset,Medium,Resolved,Phone,4.94,24,1,4
TKT-02377,360,12,2026-04-13 16:45:00,2026-04-14 14:19:48,Network,Wi-Fi Connectivity,Low,Resolved,Email,21.58,48,1,5
TKT-02378,203,5,2025-10-29 10:26:00,2025-10-29 15:44:00,Software,Microsoft 365 Issue,Medium,Resolved,Phone,5.30,24,1,3
TKT-02379,313,8,2025-08-13 14:01:00,2025-08-14 08:26:12,Network,Wi-Fi Connectivity,Medium,Resolved,Phone,18.42,24,1,5
TKT-02380,140,12,2026-07-01 13:48:00,2026-07-01 18:55:12,Hardware,Keyboard/Mouse,High,Resolved,Portal,5.12,8,1,5
TKT-02381,199,5,2025-06-11 09:43:00,2025-06-11 13:18:24,Account Access,MFA Issue,Critical,Resolved,Phone,3.59,4,1,3
